:START_ID,:END_ID,:TYPE
d_42731_9,icd_427_v9,BELONGS_TO_CATEGORY
d_36201_9,icd_362_v9,BELONGS_TO_CATEGORY
d_25050_9,icd_250_v9,BELONGS_TO_CATEGORY
d_4142_9,icd_414_v9,BELONGS_TO_CATEGORY
d_I4891_10,icd_I48_v10,BELONGS_TO_CATEGORY
d_I959_10,icd_I95_v10,BELONGS_TO_CATEGORY
d_Y832_10,icd_Y83_v10,BELONGS_TO_CATEGORY
d_K5190_10,icd_K51_v10,BELONGS_TO_CATEGORY
d_E119_10,icd_E11_v10,BELONGS_TO_CATEGORY
d_E785_10,icd_E78_v10,BELONGS_TO_CATEGORY
d_J810_10,icd_J81_v10,BELONGS_TO_CATEGORY
d_I255_10,icd_I25_v10,BELONGS_TO_CATEGORY
d_R0902_10,icd_R09_v10,BELONGS_TO_CATEGORY
d_G4700_10,icd_G47_v10,BELONGS_TO_CATEGORY
d_D62_10,icd_D62_v10,BELONGS_TO_CATEGORY
d_I2510_10,icd_I25_v10,BELONGS_TO_CATEGORY
d_Z933_10,icd_Z93_v10,BELONGS_TO_CATEGORY
d_Y92230_10,icd_Y92_v10,BELONGS_TO_CATEGORY
d_I9789_10,icd_I97_v10,BELONGS_TO_CATEGORY
d_7245_9,icd_724_v9,BELONGS_TO_CATEGORY
d_E8889_9,icd_E88_v9,BELONGS_TO_CATEGORY
d_6961_9,icd_696_v9,BELONGS_TO_CATEGORY
d_30390_9,icd_303_v9,BELONGS_TO_CATEGORY
d_81201_9,icd_812_v9,BELONGS_TO_CATEGORY
d_3453_9,icd_345_v9,BELONGS_TO_CATEGORY
d_5855_9,icd_585_v9,BELONGS_TO_CATEGORY
d_85220_9,icd_852_v9,BELONGS_TO_CATEGORY
d_78451_9,icd_784_v9,BELONGS_TO_CATEGORY
d_V4365_9,icd_V43_v9,BELONGS_TO_CATEGORY
d_7843_9,icd_784_v9,BELONGS_TO_CATEGORY
d_78830_9,icd_788_v9,BELONGS_TO_CATEGORY
d_78194_9,icd_781_v9,BELONGS_TO_CATEGORY
d_40391_9,icd_403_v9,BELONGS_TO_CATEGORY
d_E8490_9,icd_E84_v9,BELONGS_TO_CATEGORY
d_V173_9,icd_V17_v9,BELONGS_TO_CATEGORY
d_53550_9,icd_535_v9,BELONGS_TO_CATEGORY
d_2127_9,icd_212_v9,BELONGS_TO_CATEGORY
d_V1272_9,icd_V12_v9,BELONGS_TO_CATEGORY
d_4556_9,icd_455_v9,BELONGS_TO_CATEGORY
d_V1582_9,icd_V15_v9,BELONGS_TO_CATEGORY
d_56210_9,icd_562_v9,BELONGS_TO_CATEGORY
d_G40909_10,icd_G40_v10,BELONGS_TO_CATEGORY
d_Z85850_10,icd_Z85_v10,BELONGS_TO_CATEGORY
d_D1802_10,icd_D18_v10,BELONGS_TO_CATEGORY
d_80707_9,icd_807_v9,BELONGS_TO_CATEGORY
d_E8809_9,icd_E88_v9,BELONGS_TO_CATEGORY
d_30500_9,icd_305_v9,BELONGS_TO_CATEGORY
d_8600_9,icd_860_v9,BELONGS_TO_CATEGORY
d_49390_9,icd_493_v9,BELONGS_TO_CATEGORY
d_E8798_9,icd_E87_v9,BELONGS_TO_CATEGORY
d_9962_9,icd_996_v9,BELONGS_TO_CATEGORY
d_9010_9,icd_901_v9,BELONGS_TO_CATEGORY
d_E8120_9,icd_E81_v9,BELONGS_TO_CATEGORY
d_Z96651_10,icd_Z96_v10,BELONGS_TO_CATEGORY
d_Z6841_10,icd_Z68_v10,BELONGS_TO_CATEGORY
d_I671_10,icd_I67_v10,BELONGS_TO_CATEGORY
d_M1712_10,icd_M17_v10,BELONGS_TO_CATEGORY
d_K2270_10,icd_K22_v10,BELONGS_TO_CATEGORY
d_E669_10,icd_E66_v10,BELONGS_TO_CATEGORY
d_I10_10,icd_I10_v10,BELONGS_TO_CATEGORY
d_Z7902_10,icd_Z79_v10,BELONGS_TO_CATEGORY
d_4589_9,icd_458_v9,BELONGS_TO_CATEGORY
d_V5866_9,icd_V58_v9,BELONGS_TO_CATEGORY
d_5400_9,icd_540_v9,BELONGS_TO_CATEGORY
d_25000_9,icd_250_v9,BELONGS_TO_CATEGORY
d_2720_9,icd_272_v9,BELONGS_TO_CATEGORY
d_V4577_9,icd_V45_v9,BELONGS_TO_CATEGORY
d_V1082_9,icd_V10_v9,BELONGS_TO_CATEGORY
d_2449_9,icd_244_v9,BELONGS_TO_CATEGORY
d_34830_9,icd_348_v9,BELONGS_TO_CATEGORY
d_2761_9,icd_276_v9,BELONGS_TO_CATEGORY
d_85186_9,icd_851_v9,BELONGS_TO_CATEGORY
d_5070_9,icd_507_v9,BELONGS_TO_CATEGORY
d_2910_9,icd_291_v9,BELONGS_TO_CATEGORY
d_1120_9,icd_112_v9,BELONGS_TO_CATEGORY
d_78720_9,icd_787_v9,BELONGS_TO_CATEGORY
d_34831_9,icd_348_v9,BELONGS_TO_CATEGORY
d_3310_9,icd_331_v9,BELONGS_TO_CATEGORY
d_29411_9,icd_294_v9,BELONGS_TO_CATEGORY
d_71590_9,icd_715_v9,BELONGS_TO_CATEGORY
d_79902_9,icd_799_v9,BELONGS_TO_CATEGORY
d_2639_9,icd_263_v9,BELONGS_TO_CATEGORY
d_43820_9,icd_438_v9,BELONGS_TO_CATEGORY
d_2760_9,icd_276_v9,BELONGS_TO_CATEGORY
d_486_9,icd_486_v9,BELONGS_TO_CATEGORY
d_4439_9,icd_443_v9,BELONGS_TO_CATEGORY
d_311_9,icd_311_v9,BELONGS_TO_CATEGORY
d_78321_9,icd_783_v9,BELONGS_TO_CATEGORY
d_2810_9,icd_281_v9,BELONGS_TO_CATEGORY
d_5990_9,icd_599_v9,BELONGS_TO_CATEGORY
d_2762_9,icd_276_v9,BELONGS_TO_CATEGORY
d_V643_9,icd_V64_v9,BELONGS_TO_CATEGORY
d_4254_9,icd_425_v9,BELONGS_TO_CATEGORY
d_5859_9,icd_585_v9,BELONGS_TO_CATEGORY
d_3569_9,icd_356_v9,BELONGS_TO_CATEGORY
d_E8790_9,icd_E87_v9,BELONGS_TO_CATEGORY
d_40390_9,icd_403_v9,BELONGS_TO_CATEGORY
d_41402_9,icd_414_v9,BELONGS_TO_CATEGORY
d_V5861_9,icd_V58_v9,BELONGS_TO_CATEGORY
d_99702_9,icd_997_v9,BELONGS_TO_CATEGORY
d_V4501_9,icd_V45_v9,BELONGS_TO_CATEGORY
d_E860_10,icd_E86_v10,BELONGS_TO_CATEGORY
d_J9811_10,icd_J98_v10,BELONGS_TO_CATEGORY
d_N179_10,icd_N17_v10,BELONGS_TO_CATEGORY
d_L930_10,icd_L93_v10,BELONGS_TO_CATEGORY
d_R002_10,icd_R00_v10,BELONGS_TO_CATEGORY
d_Z8781_10,icd_Z87_v10,BELONGS_TO_CATEGORY
d_I9589_10,icd_I95_v10,BELONGS_TO_CATEGORY
d_R000_10,icd_R00_v10,BELONGS_TO_CATEGORY
d_E871_10,icd_E87_v10,BELONGS_TO_CATEGORY
d_Z87891_10,icd_Z87_v10,BELONGS_TO_CATEGORY
d_I308_10,icd_I30_v10,BELONGS_TO_CATEGORY
d_J90_10,icd_J90_v10,BELONGS_TO_CATEGORY
d_Z8639_10,icd_Z86_v10,BELONGS_TO_CATEGORY
d_Z8249_10,icd_Z82_v10,BELONGS_TO_CATEGORY
d_E780_10,icd_E78_v10,BELONGS_TO_CATEGORY
d_I25110_10,icd_I25_v10,BELONGS_TO_CATEGORY
d_Z6838_10,icd_Z68_v10,BELONGS_TO_CATEGORY
d_K219_10,icd_K21_v10,BELONGS_TO_CATEGORY
d_I2582_10,icd_I25_v10,BELONGS_TO_CATEGORY
d_I82412_10,icd_I82_v10,BELONGS_TO_CATEGORY
d_Z9181_10,icd_Z91_v10,BELONGS_TO_CATEGORY
d_I82432_10,icd_I82_v10,BELONGS_TO_CATEGORY
d_I272_10,icd_I27_v10,BELONGS_TO_CATEGORY
d_Z951_10,icd_Z95_v10,BELONGS_TO_CATEGORY
d_R141_10,icd_R14_v10,BELONGS_TO_CATEGORY
d_Z7901_10,icd_Z79_v10,BELONGS_TO_CATEGORY
d_I5022_10,icd_I50_v10,BELONGS_TO_CATEGORY
d_I472_10,icd_I47_v10,BELONGS_TO_CATEGORY
d_I2699_10,icd_I26_v10,BELONGS_TO_CATEGORY
d_C9000_10,icd_C90_v10,BELONGS_TO_CATEGORY
d_D472_10,icd_D47_v10,BELONGS_TO_CATEGORY
d_Z7982_10,icd_Z79_v10,BELONGS_TO_CATEGORY
d_45620_9,icd_456_v9,BELONGS_TO_CATEGORY
d_5845_9,icd_584_v9,BELONGS_TO_CATEGORY
d_5712_9,icd_571_v9,BELONGS_TO_CATEGORY
d_30301_9,icd_303_v9,BELONGS_TO_CATEGORY
d_5711_9,icd_571_v9,BELONGS_TO_CATEGORY
d_41071_9,icd_410_v9,BELONGS_TO_CATEGORY
d_5722_9,icd_572_v9,BELONGS_TO_CATEGORY
d_2866_9,icd_286_v9,BELONGS_TO_CATEGORY
d_45989_9,icd_459_v9,BELONGS_TO_CATEGORY
d_78959_9,icd_789_v9,BELONGS_TO_CATEGORY
d_41400_9,icd_414_v9,BELONGS_TO_CATEGORY
d_27651_9,icd_276_v9,BELONGS_TO_CATEGORY
d_7802_9,icd_780_v9,BELONGS_TO_CATEGORY
d_V4582_9,icd_V45_v9,BELONGS_TO_CATEGORY
d_0088_9,icd_008_v9,BELONGS_TO_CATEGORY
d_25012_9,icd_250_v9,BELONGS_TO_CATEGORY
d_V1005_9,icd_V10_v9,BELONGS_TO_CATEGORY
d_78609_9,icd_786_v9,BELONGS_TO_CATEGORY
d_7851_9,icd_785_v9,BELONGS_TO_CATEGORY
d_E8499_9,icd_E84_v9,BELONGS_TO_CATEGORY
d_8020_9,icd_802_v9,BELONGS_TO_CATEGORY
d_78039_9,icd_780_v9,BELONGS_TO_CATEGORY
d_E9600_9,icd_E96_v9,BELONGS_TO_CATEGORY
d_F17200_10,icd_F17_v10,BELONGS_TO_CATEGORY
d_Z955_10,icd_Z95_v10,BELONGS_TO_CATEGORY
d_F419_10,icd_F41_v10,BELONGS_TO_CATEGORY
d_Z6832_10,icd_Z68_v10,BELONGS_TO_CATEGORY
d_71535_9,icd_715_v9,BELONGS_TO_CATEGORY
d_44102_9,icd_441_v9,BELONGS_TO_CATEGORY
d_5641_9,icd_564_v9,BELONGS_TO_CATEGORY
d_60000_9,icd_600_v9,BELONGS_TO_CATEGORY
d_V1301_9,icd_V13_v9,BELONGS_TO_CATEGORY
d_4779_9,icd_477_v9,BELONGS_TO_CATEGORY
d_4239_9,icd_423_v9,BELONGS_TO_CATEGORY
d_4111_9,icd_411_v9,BELONGS_TO_CATEGORY
d_7291_9,icd_729_v9,BELONGS_TO_CATEGORY
d_6185_9,icd_618_v9,BELONGS_TO_CATEGORY
d_56400_9,icd_564_v9,BELONGS_TO_CATEGORY
d_E9352_9,icd_E93_v9,BELONGS_TO_CATEGORY
d_6186_9,icd_618_v9,BELONGS_TO_CATEGORY
d_31401_9,icd_314_v9,BELONGS_TO_CATEGORY
d_78052_9,icd_780_v9,BELONGS_TO_CATEGORY
d_78829_9,icd_788_v9,BELONGS_TO_CATEGORY
d_9950_9,icd_995_v9,BELONGS_TO_CATEGORY
d_V1041_9,icd_V10_v9,BELONGS_TO_CATEGORY
d_3331_9,icd_333_v9,BELONGS_TO_CATEGORY
d_30000_9,icd_300_v9,BELONGS_TO_CATEGORY
d_4571_9,icd_457_v9,BELONGS_TO_CATEGORY
d_44489_9,icd_444_v9,BELONGS_TO_CATEGORY
d_9982_9,icd_998_v9,BELONGS_TO_CATEGORY
d_E8700_9,icd_E87_v9,BELONGS_TO_CATEGORY
d_V1009_9,icd_V10_v9,BELONGS_TO_CATEGORY
d_1962_9,icd_196_v9,BELONGS_TO_CATEGORY
d_V1042_9,icd_V10_v9,BELONGS_TO_CATEGORY
d_53240_9,icd_532_v9,BELONGS_TO_CATEGORY
d_53010_9,icd_530_v9,BELONGS_TO_CATEGORY
d_2769_9,icd_276_v9,BELONGS_TO_CATEGORY
d_7904_9,icd_790_v9,BELONGS_TO_CATEGORY
d_2764_9,icd_276_v9,BELONGS_TO_CATEGORY
d_5533_9,icd_553_v9,BELONGS_TO_CATEGORY
d_E9353_9,icd_E93_v9,BELONGS_TO_CATEGORY
d_04149_9,icd_041_v9,BELONGS_TO_CATEGORY
d_28860_9,icd_288_v9,BELONGS_TO_CATEGORY
d_51881_9,icd_518_v9,BELONGS_TO_CATEGORY
d_0389_9,icd_038_v9,BELONGS_TO_CATEGORY
d_53140_9,icd_531_v9,BELONGS_TO_CATEGORY
d_J45909_10,icd_J45_v10,BELONGS_TO_CATEGORY
d_I214_10,icd_I21_v10,BELONGS_TO_CATEGORY
d_Z6835_10,icd_Z68_v10,BELONGS_TO_CATEGORY
d_Z23_10,icd_Z23_v10,BELONGS_TO_CATEGORY
d_I7102_10,icd_I71_v10,BELONGS_TO_CATEGORY
d_1505_9,icd_150_v9,BELONGS_TO_CATEGORY
d_53085_9,icd_530_v9,BELONGS_TO_CATEGORY
d_2851_9,icd_285_v9,BELONGS_TO_CATEGORY
d_53560_9,icd_535_v9,BELONGS_TO_CATEGORY
d_7200_9,icd_720_v9,BELONGS_TO_CATEGORY
d_V641_9,icd_V64_v9,BELONGS_TO_CATEGORY
d_4241_9,icd_424_v9,BELONGS_TO_CATEGORY
d_78062_9,icd_780_v9,BELONGS_TO_CATEGORY
d_4293_9,icd_429_v9,BELONGS_TO_CATEGORY
d_5262_9,icd_526_v9,BELONGS_TO_CATEGORY
d_4558_9,icd_455_v9,BELONGS_TO_CATEGORY
d_431_9,icd_431_v9,BELONGS_TO_CATEGORY
d_3314_9,icd_331_v9,BELONGS_TO_CATEGORY
d_V4987_9,icd_V49_v9,BELONGS_TO_CATEGORY
d_V4986_9,icd_V49_v9,BELONGS_TO_CATEGORY
d_71690_9,icd_716_v9,BELONGS_TO_CATEGORY
d_V4586_9,icd_V45_v9,BELONGS_TO_CATEGORY
d_2397_9,icd_239_v9,BELONGS_TO_CATEGORY
d_V4364_9,icd_V43_v9,BELONGS_TO_CATEGORY
d_56409_9,icd_564_v9,BELONGS_TO_CATEGORY
d_V1254_9,icd_V12_v9,BELONGS_TO_CATEGORY
d_73730_9,icd_737_v9,BELONGS_TO_CATEGORY
d_75612_9,icd_756_v9,BELONGS_TO_CATEGORY
d_72403_9,icd_724_v9,BELONGS_TO_CATEGORY
d_4271_9,icd_427_v9,BELONGS_TO_CATEGORY
d_1622_9,icd_162_v9,BELONGS_TO_CATEGORY
d_V1642_9,icd_V16_v9,BELONGS_TO_CATEGORY
d_V163_9,icd_V16_v9,BELONGS_TO_CATEGORY
d_V4561_9,icd_V45_v9,BELONGS_TO_CATEGORY
d_33818_9,icd_338_v9,BELONGS_TO_CATEGORY
d_V431_9,icd_V43_v9,BELONGS_TO_CATEGORY
d_36250_9,icd_362_v9,BELONGS_TO_CATEGORY
d_V103_9,icd_V10_v9,BELONGS_TO_CATEGORY
d_E8786_9,icd_E87_v9,BELONGS_TO_CATEGORY
d_J449_10,icd_J44_v10,BELONGS_TO_CATEGORY
d_R6521_10,icd_R65_v10,BELONGS_TO_CATEGORY
d_E039_10,icd_E03_v10,BELONGS_TO_CATEGORY
d_J189_10,icd_J18_v10,BELONGS_TO_CATEGORY
d_K649_10,icd_K64_v10,BELONGS_TO_CATEGORY
d_Z66_10,icd_Z66_v10,BELONGS_TO_CATEGORY
d_A419_10,icd_A41_v10,BELONGS_TO_CATEGORY
d_4588_9,icd_458_v9,BELONGS_TO_CATEGORY
d_4260_9,icd_426_v9,BELONGS_TO_CATEGORY
d_78097_9,icd_780_v9,BELONGS_TO_CATEGORY
d_I9751_10,icd_I97_v10,BELONGS_TO_CATEGORY
d_I871_10,icd_I87_v10,BELONGS_TO_CATEGORY
d_Y838_10,icd_Y83_v10,BELONGS_TO_CATEGORY
d_Y92234_10,icd_Y92_v10,BELONGS_TO_CATEGORY
d_I82422_10,icd_I82_v10,BELONGS_TO_CATEGORY
d_I25119_10,icd_I25_v10,BELONGS_TO_CATEGORY
d_F17210_10,icd_F17_v10,BELONGS_TO_CATEGORY
d_V113_9,icd_V11_v9,BELONGS_TO_CATEGORY
d_72402_9,icd_724_v9,BELONGS_TO_CATEGORY
d_V1202_9,icd_V12_v9,BELONGS_TO_CATEGORY
d_V454_9,icd_V45_v9,BELONGS_TO_CATEGORY
d_33520_9,icd_335_v9,BELONGS_TO_CATEGORY
d_34690_9,icd_346_v9,BELONGS_TO_CATEGORY
d_2536_9,icd_253_v9,BELONGS_TO_CATEGORY
d_1369_9,icd_136_v9,BELONGS_TO_CATEGORY
d_2252_9,icd_225_v9,BELONGS_TO_CATEGORY
d_04102_9,icd_041_v9,BELONGS_TO_CATEGORY
d_04184_9,icd_041_v9,BELONGS_TO_CATEGORY
d_80704_9,icd_807_v9,BELONGS_TO_CATEGORY
d_5184_9,icd_518_v9,BELONGS_TO_CATEGORY
d_82111_9,icd_821_v9,BELONGS_TO_CATEGORY
d_04104_9,icd_041_v9,BELONGS_TO_CATEGORY
d_F10239_10,icd_F10_v10,BELONGS_TO_CATEGORY
d_F39_10,icd_F39_v10,BELONGS_TO_CATEGORY
d_F10229_10,icd_F10_v10,BELONGS_TO_CATEGORY
d_Z915_10,icd_Z91_v10,BELONGS_TO_CATEGORY
d_Z590_10,icd_Z59_v10,BELONGS_TO_CATEGORY
d_9971_9,icd_997_v9,BELONGS_TO_CATEGORY
d_E8844_9,icd_E88_v9,BELONGS_TO_CATEGORY
d_71941_9,icd_719_v9,BELONGS_TO_CATEGORY
d_45182_9,icd_451_v9,BELONGS_TO_CATEGORY
d_I6032_10,icd_I60_v10,BELONGS_TO_CATEGORY
d_R627_10,icd_R62_v10,BELONGS_TO_CATEGORY
d_B9561_10,icd_B95_v10,BELONGS_TO_CATEGORY
d_A4151_10,icd_A41_v10,BELONGS_TO_CATEGORY
d_K661_10,icd_K66_v10,BELONGS_TO_CATEGORY
d_K7201_10,icd_K72_v10,BELONGS_TO_CATEGORY
d_Y848_10,icd_Y84_v10,BELONGS_TO_CATEGORY
d_I97610_10,icd_I97_v10,BELONGS_TO_CATEGORY
d_K7581_10,icd_K75_v10,BELONGS_TO_CATEGORY
d_R571_10,icd_R57_v10,BELONGS_TO_CATEGORY
d_J9600_10,icd_J96_v10,BELONGS_TO_CATEGORY
d_T80219A_10,icd_T80_v10,BELONGS_TO_CATEGORY
d_R188_10,icd_R18_v10,BELONGS_TO_CATEGORY
d_I4892_10,icd_I48_v10,BELONGS_TO_CATEGORY
d_D638_10,icd_D63_v10,BELONGS_TO_CATEGORY
d_K7200_10,icd_K72_v10,BELONGS_TO_CATEGORY
d_E43_10,icd_E43_v10,BELONGS_TO_CATEGORY
d_K659_10,icd_K65_v10,BELONGS_TO_CATEGORY
d_N390_10,icd_N39_v10,BELONGS_TO_CATEGORY
d_K767_10,icd_K76_v10,BELONGS_TO_CATEGORY
d_I25118_10,icd_I25_v10,BELONGS_TO_CATEGORY
d_Z794_10,icd_Z79_v10,BELONGS_TO_CATEGORY
d_I129_10,icd_I12_v10,BELONGS_TO_CATEGORY
d_K7469_10,icd_K74_v10,BELONGS_TO_CATEGORY
d_D684_10,icd_D68_v10,BELONGS_TO_CATEGORY
d_J95851_10,icd_J95_v10,BELONGS_TO_CATEGORY
d_E872_10,icd_E87_v10,BELONGS_TO_CATEGORY
d_K766_10,icd_K76_v10,BELONGS_TO_CATEGORY
d_T8119XA_10,icd_T81_v10,BELONGS_TO_CATEGORY
d_K567_10,icd_K56_v10,BELONGS_TO_CATEGORY
d_B9689_10,icd_B96_v10,BELONGS_TO_CATEGORY
d_N183_10,icd_N18_v10,BELONGS_TO_CATEGORY
d_57512_9,icd_575_v9,BELONGS_TO_CATEGORY
d_V8535_9,icd_V85_v9,BELONGS_TO_CATEGORY
d_42789_9,icd_427_v9,BELONGS_TO_CATEGORY
d_1560_9,icd_156_v9,BELONGS_TO_CATEGORY
d_1978_9,icd_197_v9,BELONGS_TO_CATEGORY
d_75169_9,icd_751_v9,BELONGS_TO_CATEGORY
d_570_9,icd_570_v9,BELONGS_TO_CATEGORY
d_29900_9,icd_299_v9,BELONGS_TO_CATEGORY
d_58389_9,icd_583_v9,BELONGS_TO_CATEGORY
d_5761_9,icd_576_v9,BELONGS_TO_CATEGORY
d_V1253_9,icd_V12_v9,BELONGS_TO_CATEGORY
d_7906_9,icd_790_v9,BELONGS_TO_CATEGORY
d_03842_9,icd_038_v9,BELONGS_TO_CATEGORY
d_42821_9,icd_428_v9,BELONGS_TO_CATEGORY
d_79029_9,icd_790_v9,BELONGS_TO_CATEGORY
d_28749_9,icd_287_v9,BELONGS_TO_CATEGORY
d_78551_9,icd_785_v9,BELONGS_TO_CATEGORY
d_5939_9,icd_593_v9,BELONGS_TO_CATEGORY
d_4280_9,icd_428_v9,BELONGS_TO_CATEGORY
d_2930_9,icd_293_v9,BELONGS_TO_CATEGORY
d_9086_9,icd_908_v9,BELONGS_TO_CATEGORY
d_07032_9,icd_070_v9,BELONGS_TO_CATEGORY
d_34550_9,icd_345_v9,BELONGS_TO_CATEGORY
d_30981_9,icd_309_v9,BELONGS_TO_CATEGORY
d_E9290_9,icd_E92_v9,BELONGS_TO_CATEGORY
d_4238_9,icd_423_v9,BELONGS_TO_CATEGORY
d_7295_9,icd_729_v9,BELONGS_TO_CATEGORY
d_41189_9,icd_411_v9,BELONGS_TO_CATEGORY
d_41519_9,icd_415_v9,BELONGS_TO_CATEGORY
d_496_9,icd_496_v9,BELONGS_TO_CATEGORY
d_07070_9,icd_070_v9,BELONGS_TO_CATEGORY
d_1629_9,icd_162_v9,BELONGS_TO_CATEGORY
d_1971_9,icd_197_v9,BELONGS_TO_CATEGORY
d_80702_9,icd_807_v9,BELONGS_TO_CATEGORY
d_34590_9,icd_345_v9,BELONGS_TO_CATEGORY
d_E8881_9,icd_E88_v9,BELONGS_TO_CATEGORY
d_49121_9,icd_491_v9,BELONGS_TO_CATEGORY
d_2767_9,icd_276_v9,BELONGS_TO_CATEGORY
d_I97131_10,icd_I97_v10,BELONGS_TO_CATEGORY
d_I9752_10,icd_I97_v10,BELONGS_TO_CATEGORY
d_J942_10,icd_J94_v10,BELONGS_TO_CATEGORY
d_I5031_10,icd_I50_v10,BELONGS_TO_CATEGORY
d_Z853_10,icd_Z85_v10,BELONGS_TO_CATEGORY
d_G936_10,icd_G93_v10,BELONGS_TO_CATEGORY
d_I97618_10,icd_I97_v10,BELONGS_TO_CATEGORY
d_R4701_10,icd_R47_v10,BELONGS_TO_CATEGORY
d_R079_10,icd_R07_v10,BELONGS_TO_CATEGORY
d_I9581_10,icd_I95_v10,BELONGS_TO_CATEGORY
d_Y834_10,icd_Y83_v10,BELONGS_TO_CATEGORY
d_W1830XA_10,icd_W18_v10,BELONGS_TO_CATEGORY
d_Y92512_10,icd_Y92_v10,BELONGS_TO_CATEGORY
d_M4854XA_10,icd_M48_v10,BELONGS_TO_CATEGORY
d_S2242XA_10,icd_S22_v10,BELONGS_TO_CATEGORY
d_E876_10,icd_E87_v10,BELONGS_TO_CATEGORY
d_R55_10,icd_R55_v10,BELONGS_TO_CATEGORY
d_56981_9,icd_569_v9,BELONGS_TO_CATEGORY
d_42769_9,icd_427_v9,BELONGS_TO_CATEGORY
